Symbol,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,control_T1,control_T2,control_T3,patr1_T1,patr1_T2,patr1_T3
Nprl3,76.7634122,-0.134740045,0.226872765,-0.593901366,0.552578085,0.694072597,91.4158953,74.12135555,75.81472216,75.44226805,81.63131168,62.15492044
CG3961,3.227521115,0.672323926,1.132732828,0.593541486,0.552818828,0.694279864,0,4.309381137,2.992686401,7.804372557,0.868418209,3.390268388
nopo,41.98919138,-0.172096847,0.290175085,-0.593079336,0.553128059,0.694573078,42.60158228,48.26506873,42.89517175,37.72113403,44.28932868,36.1628628
CG31528,6.285719965,-0.441455216,0.745554808,-0.592116383,0.553772657,0.695001741,7.987796677,7.756886046,5.985372802,2.601457519,4.342091047,9.040715701
ktub,59.76176476,0.148783833,0.251206531,0.59227693,0.553665162,0.695001741,58.57717563,54.29820232,57.85860375,49.42769286,69.47345675,68.93545722
CG4025,90.59188472,-0.124058432,0.209457058,-0.592285753,0.553659254,0.695001741,82.54056566,92.22075632,108.7342726,87.14882689,82.49972989,90.40715701
ND-B14.5A,104.8238879,0.11391206,0.192353101,0.592202878,0.553714742,0.695001741,94.96602716,102.5632711,104.744024,101.4568432,107.683858,117.5293041
CG6985,83.32473485,0.129528068,0.218858701,0.59183422,0.553961606,0.695143718,78.99043381,82.74011782,76.81228429,100.1561145,91.18391198,70.06554668
S-Lap2,2.615185995,-0.726247249,1.22788269,-0.591463057,0.554210201,0.695360493,7.100263713,0.861876227,1.995124267,0,3.473672837,2.260178925
CG12746,84.05442183,0.128936908,0.21804149,0.591341163,0.554291854,0.695367778,85.20316456,87.91137519,67.83422509,76.74299681,89.44707556,97.18769379
CG43103,2.721187463,-0.651875032,1.103388983,-0.590793494,0.554658795,0.695463591,3.550131856,3.447504909,2.992686401,2.601457519,2.605254628,1.130089463
Ldsdh1,4.472456601,0.517612172,0.876159831,0.590773685,0.554672069,0.695463591,3.550131856,2.585628682,4.987810668,6.503643798,6.947345675,2.260178925
rdgA,242.1347703,-0.090688607,0.153444587,-0.591018609,0.554507952,0.695463591,232.5336366,261.1484969,257.3710305,187.3049414,257.9202082,256.530308
CG15390,10.35182411,0.349477115,0.591517004,0.590814993,0.554644388,0.695463591,7.987796677,7.756886046,11.9707456,5.202915038,15.63152777,13.56107355
CG3793,173.3775881,0.094389951,0.159803906,0.590661099,0.554747518,0.695463591,183.7193236,153.4139685,166.5928763,166.4932812,185.8414968,184.2045824
CG6325,188.239724,0.088536025,0.150079293,0.58992832,0.555238707,0.695984203,184.6068565,180.9940077,181.5563083,193.8085852,188.4467514,200.0258349
Jafrac2,222.1025156,0.083406268,0.141455384,0.589629502,0.555439069,0.696087152,220.9957081,207.7121708,218.4661073,223.7253466,226.6571526,235.0586082
up,14.91893962,-0.283732745,0.481246055,-0.589579367,0.555472688,0.696087152,16.86312632,18.961277,12.96830774,15.60874511,10.42101851,14.69116301
PIG-A,23.69329299,-0.229756024,0.389791537,-0.589433073,0.555570796,0.696114946,29.28858782,19.82315323,27.93173974,22.11238891,26.05254628,16.95134194
CG1662,160.8353301,0.095534394,0.16223925,0.588848837,0.555962682,0.696510777,161.5309995,148.2427111,157.6148171,157.3881799,179.7625693,160.4727037
Ucp4C,6.428410491,-0.448119913,0.761783683,-0.588250868,0.556363919,0.696918214,11.53792853,6.895009819,3.990248535,5.202915038,8.684182094,2.260178925
CG10418,69.4186817,0.138324554,0.235403086,0.587607222,0.556795962,0.697173638,56.8021097,63.77884082,77.80984643,71.54008177,68.60503854,77.97617292
comm2,3.766217587,-0.572340791,0.973758163,-0.58776482,0.556690161,0.697173638,4.437664821,4.309381137,4.987810668,0,4.342091047,4.52035785
aos,436.8944667,-0.078171734,0.133023582,-0.587653204,0.556765092,0.697173638,423.3532239,436.109371,487.8078834,453.9543371,469.8142513,350.3277334
prg,106.4949226,-0.11657799,0.198815774,-0.586361875,0.557632359,0.698125559,117.1543513,115.4914145,100.7537755,87.14882689,118.9732947,99.44787271
CG15657,1.76665208,0.886410967,1.513136221,0.585810422,0.55800292,0.698494097,2.662598892,0,0.997562134,5.202915038,1.736836419,0
CG15891,77.99005182,-0.136522048,0.233217219,-0.585385801,0.558288334,0.698755966,78.10290084,79.29261291,87.78546776,59.83352294,66.86820212,96.05760432
Rop,388.526422,-0.073149829,0.125042078,-0.585001706,0.558546569,0.698888351,408.2651635,379.22554,407.0053505,420.1353893,378.6303393,337.8967493
alpha-PheRS,262.7655955,0.08317945,0.142180677,0.585026404,0.558529963,0.698888351,275.1352189,262.8722493,226.4466043,267.9501245,249.2360261,294.9533497
CG5726,451.4467449,-0.067964018,0.116345225,-0.584158205,0.559113878,0.699502734,438.4412843,478.3413062,469.851765,412.3310168,435.0775229,474.6375743
CG3176,10.35830186,-0.330079036,0.565371306,-0.583827004,0.559336708,0.699686033,11.53792853,11.20439096,11.9707456,9.105101317,10.42101851,7.910626238
Mlp84B,48.41765917,-0.177262596,0.304003272,-0.583094367,0.559829776,0.699825386,47.92678006,67.22634573,37.90736108,53.32987914,32.13147375,51.98411528
elg1,235.6292041,-0.090138398,0.154565363,-0.583173332,0.559776622,0.699825386,252.9468948,266.3197542,210.4856102,192.5078564,244.0255168,247.4895923
5-HT1A,2.135322752,0.752069247,1.289519524,0.583216642,0.559747469,0.699825386,0.887532964,0.861876227,2.992686401,5.202915038,1.736836419,1.130089463
CG33143,4.332561889,0.522708321,0.896384239,0.583129754,0.559805955,0.699825386,3.550131856,5.171257364,1.995124267,5.202915038,7.815763884,2.260178925
NfI,2.887656876,-0.689800967,1.182597343,-0.583293182,0.559695952,0.699825386,0.887532964,0.861876227,8.978059203,2.601457519,1.736836419,2.260178925
CG31183,8.875013523,-0.394138234,0.676136025,-0.582927428,0.559942155,0.69987044,9.762862605,5.171257364,14.96343201,11.70655884,2.605254628,9.040715701
dj-1beta,105.47719,0.114117887,0.196030405,0.582143811,0.560469817,0.700434472,107.3914887,86.18762273,110.7293968,110.5619446,112.8943672,105.09832
CG13855,14.23645153,-0.290404079,0.499189809,-0.581750818,0.560734536,0.700669787,19.52572521,16.37564832,10.97318347,15.60874511,13.89469135,9.040715701
qkr54B,230.1436633,0.088225707,0.151808263,0.58116538,0.561128998,0.701067138,201.4699829,257.700992,209.4880481,230.2289904,223.1834798,258.7904869
ncd,202.5919576,-0.093757551,0.161415189,-0.580847143,0.561343479,0.701239544,201.4699829,243.9109723,182.5538705,172.996925,206.6835338,207.9364611
CG18853,8.130353899,0.382698347,0.659440119,0.580338285,0.561686514,0.701476906,5.325197785,6.033133591,9.975621337,5.202915038,8.684182094,13.56107355
crc,478.8792896,0.073657733,0.126898223,0.580447312,0.561613008,0.701476906,481.9303995,422.3193514,493.7932562,550.2082653,425.5249226,499.4995425
CG17549,3.240029906,-0.642778221,1.108244074,-0.579996985,0.561916651,0.701668736,2.662598892,2.585628682,6.982934936,0,6.078927466,1.130089463
CG7971,990.989922,0.059554764,0.10272654,0.579740775,0.562089442,0.701788915,917.7090849,1038.560854,954.6669619,969.0429258,959.6021213,1106.357584
CG10516,39.80619352,0.188455558,0.32527287,0.57937681,0.562334948,0.701904262,30.17612078,33.61317287,48.88054455,33.81894775,57.31560182,35.03277334
Ag5r,9.373378031,-0.396001086,0.683433146,-0.579429148,0.562299641,0.701904262,9.762862605,18.09940077,3.990248535,11.70655884,10.42101851,2.260178925
gish,1177.914638,0.055235583,0.095443786,0.578723718,0.562775609,0.70235867,1077.465018,1188.527317,1200.067247,1170.655884,1162.811982,1267.960377
dlp,154.5276073,0.095768133,0.165524082,0.578575225,0.562875826,0.702388127,148.218005,159.4471021,140.6562609,162.5910949,169.3415508,146.9116301
Art1,326.5304051,-0.078480888,0.13578791,-0.577966684,0.563286613,0.702709439,344.3627901,328.3748426,331.1906284,353.7982226,269.2096449,332.246302
CG6142,4.133936585,0.533523079,0.923094185,0.577972527,0.563282667,0.702709439,2.662598892,4.309381137,2.992686401,9.105101317,3.473672837,2.260178925
SpdS,32.3816108,-0.193646871,0.335745669,-0.576766548,0.56409717,0.703624878,31.95118671,35.33692532,35.91223681,31.21749023,22.57887344,37.29295227
CG14787,2.662776136,0.675340131,1.171173325,0.576635513,0.564185704,0.703639577,2.662598892,2.585628682,0.997562134,0,5.210509256,4.52035785
Rab3,26.14960211,-0.213666717,0.370780218,-0.57626245,0.5644378,0.703858236,23.07585707,34.47504909,26.93417761,23.41311767,28.65780091,20.34161033
Odj,137.5306375,-0.105080413,0.182482211,-0.575839212,0.564723867,0.703927724,118.9294172,161.1708545,147.6391958,122.2685034,129.3943132,145.7815407
Vamp7,280.3596046,-0.077068885,0.133834604,-0.575851707,0.56471542,0.703927724,276.0227518,291.3141648,297.2735158,247.1384643,282.235918,288.172813
CG17167,5.050425346,0.488690958,0.848619507,0.575865807,0.564705889,0.703927724,2.662598892,7.756886046,1.995124267,6.503643798,3.473672837,7.910626238
Slbp,148.0570825,0.105044959,0.182557119,0.575408721,0.565014907,0.704194762,118.9294172,152.5520922,156.617255,137.8772485,141.5521681,180.814314
Mal-A5,6.080630696,-0.425716189,0.740403016,-0.574979005,0.565305496,0.704461165,7.100263713,6.033133591,7.98049707,3.902186279,6.947345675,4.52035785
RpS23,591.6131693,-0.076224742,0.132692708,-0.5744456,0.565666303,0.704760959,647.8990638,522.2969938,649.412949,676.3789549,501.0773068,552.6137472
CG8485,327.8670945,0.073714538,0.128333989,0.574396066,0.565699815,0.704760959,307.9739385,339.5792336,311.2393857,309.5734448,336.077847,362.7587175
crp,917.6224266,-0.062414447,0.108746144,-0.573946299,0.566004141,0.705044289,871.5573708,997.190795,942.6962163,862.3831676,824.9972989,1006.909711
MED30,50.27094099,0.157043089,0.273792599,0.57358413,0.566249254,0.705253791,39.05145042,58.60758346,44.89029602,50.72842162,52.97351077,55.37438367
CG13197,183.2675001,0.091192331,0.159123916,0.573090039,0.566583732,0.705478698,173.956461,175.8227504,183.5514326,161.2903662,193.6572607,211.3267295
Yp1,4.830995814,0.498046458,0.869023877,0.573110212,0.566570073,0.705478698,4.437664821,3.447504909,3.990248535,5.202915038,1.736836419,10.17080516
CG9149,133.3266326,-0.101851193,0.177888084,-0.572557702,0.566944206,0.705831678,143.7803402,143.93333,126.690391,113.1634021,131.1311496,141.2611828
side-VI,14.66953001,0.304002087,0.531301736,0.5721835,0.567197665,0.705955497,21.30079114,11.20439096,6.982934936,16.90947387,22.57887344,9.040715701
Mybbp1A,512.25406,-0.062080484,0.108495399,-0.572194623,0.56719013,0.705955497,527.1945807,536.0870134,506.7615639,483.8710985,505.4193978,514.1907055
Hrb87F,790.9527009,0.060766943,0.106266808,0.571833707,0.567434639,0.706154577,710.0263713,843.7768266,768.1228429,805.1511021,767.6816971,850.9573654
CG18371,2.651479329,-0.683125673,1.196110807,-0.571122398,0.567916677,0.706658536,0.887532964,6.033133591,2.992686401,0,2.605254628,3.390268388
CG4291,69.08312732,0.134533344,0.235693304,0.570798328,0.568136356,0.70683595,59.4647086,68.08822196,70.82691149,66.33716673,84.23656631,65.54518883
Nmdmc,64.4157857,0.14561141,0.255157176,0.570673386,0.568221062,0.706845414,48.81431303,64.64071705,70.82691149,66.33716673,81.63131168,54.24429421
HERC2,1423.722645,0.054794348,0.096227704,0.569423834,0.569068546,0.707755934,1457.329127,1357.455058,1373.643058,1446.410381,1332.153533,1575.344711
cort,8.494094059,-0.367252562,0.64501956,-0.569366551,0.569107412,0.707755934,9.762862605,10.34251473,8.978059203,5.202915038,12.15785493,4.52035785
fal,68.37316605,-0.140552162,0.246987701,-0.569065427,0.56931174,0.707827337,58.57717563,67.22634573,89.78059203,68.93862425,70.34187496,55.37438367
UK114,2.420292427,-0.707570619,1.243414776,-0.569054376,0.569319239,0.707827337,4.437664821,3.447504909,0.997562134,3.902186279,1.736836419,0
Spase25,154.524682,-0.096798227,0.170173113,-0.568822097,0.569476877,0.707927324,182.8317906,140.4858251,155.6196929,150.8845361,145.8942592,151.431988
Arl6IP1,228.6159191,-0.080127238,0.141029584,-0.568159076,0.569926957,0.708390773,228.0959718,231.8447052,244.4027228,232.830448,211.8940431,222.6276241
Nse4,74.75295614,0.133581093,0.235192734,0.567964371,0.570059161,0.708459047,69.2275712,79.29261291,65.83910082,79.34445433,93.78916661,61.02483098
CG15011,96.49970983,0.112172929,0.197705571,0.567373637,0.570460357,0.708861555,92.30342827,94.80638501,90.77815417,106.6597583,97.26283945,97.18769379
CG9125,88.83999222,0.119781783,0.211183362,0.567193279,0.570582874,0.708917711,98.51615902,76.70698423,79.8049707,100.1561145,88.57865735,89.27706755
CG11076,355.504565,-0.069037016,0.121855412,-0.566548626,0.571020887,0.709365785,363.8885153,369.7449015,357.1272439,366.8055102,327.3936649,348.0675545
Fie,5.404663038,-0.498855989,0.881256682,-0.566073426,0.571343867,0.709670854,2.662598892,12.06626718,3.990248535,9.105101317,3.473672837,1.130089463
dnd,1.643546122,0.826985039,1.461835716,0.565716811,0.571586306,0.709875813,2.662598892,0.861876227,0,2.601457519,2.605254628,1.130089463
CG2053,9.489332655,0.34510518,0.610707054,0.565091197,0.572011736,0.71030795,7.987796677,6.033133591,10.97318347,15.60874511,9.552600303,6.780536776
CG33723,2.682030921,0.641784839,1.136065498,0.564918871,0.572128947,0.710357284,0.887532964,4.309381137,0.997562134,3.902186279,2.605254628,3.390268388
drosha,373.3940185,0.067734467,0.119991129,0.564495624,0.572416878,0.710618542,358.5633175,366.2973966,370.0955516,356.3996801,396.8671217,392.1410435
CG14721,70.62587497,-0.12958288,0.229668938,-0.564215957,0.572607169,0.710758533,79.87796677,74.98323178,66.83666296,62.43498046,72.94712959,66.67527829
CG15233,4.721157745,0.475232358,0.842697691,0.563941687,0.572793818,0.710893966,4.437664821,4.309381137,2.992686401,5.202915038,3.473672837,7.910626238
Sec6,144.9280771,-0.094561717,0.167799364,-0.563540377,0.573066974,0.71113671,145.5554061,143.0714537,160.6075035,141.7794348,140.6837499,137.8709144
Snp,146.6084807,-0.099721984,0.177081956,-0.563140291,0.573339357,0.711378431,145.5554061,152.5520922,155.6196929,171.6961963,127.6574768,126.5700198
Torsin,266.7181201,0.079200275,0.140724856,0.562802314,0.573569504,0.711567688,262.7097574,231.8447052,284.3052081,284.8595983,285.7095909,250.8798607
CG33510,6.00004294,0.418190362,0.744113801,0.561997858,0.574117479,0.712151136,4.437664821,5.171257364,5.985372802,5.202915038,9.552600303,5.650447313
Lhr,30.10667725,0.193780156,0.345022008,0.561645784,0.57435738,0.712352335,27.51352189,30.16566796,26.93417761,31.21749023,39.94723763,24.86196818
CG31104,3.694008337,0.530500722,0.9451125,0.561309603,0.574586496,0.712540105,2.662598892,4.309381137,1.995124267,5.202915038,3.473672837,4.52035785
DCTN3-p24,93.79658739,0.116492293,0.207757162,0.560713731,0.574992705,0.712947406,87.86576345,81.8782416,99.75621337,113.1634021,88.57865735,91.53724647
CG2199,366.9298175,0.067901367,0.121241222,0.560051817,0.575444095,0.71341061,363.0009823,372.3305302,339.1711255,364.2040527,367.3409026,395.5313119
CG9396,1.998154721,0.718423557,1.283128022,0.559900138,0.575547554,0.713442399,2.662598892,0.861876227,0.997562134,2.601457519,2.605254628,2.260178925
T3dh,62.80797769,0.138702301,0.248012532,0.559255212,0.575987557,0.713891297,56.8021097,55.16007855,66.83666296,74.14153929,53.84192898,70.06554668
MED17,147.795445,-0.09432825,0.16872691,-0.559058715,0.576121649,0.713960974,165.0811313,144.7952062,147.6391958,153.4859936,142.4205863,133.3505566
CG34273,2.359698806,0.706194176,1.26456367,0.558448888,0.576537897,0.714088253,4.437664821,0.861876227,0,2.601457519,1.736836419,4.52035785
CG34138,1.992224367,-0.726861114,1.301313883,-0.558559409,0.576462449,0.714088253,1.775065928,2.585628682,2.992686401,2.601457519,0.868418209,1.130089463
Cln3,2.381203203,0.658684439,1.17929059,0.558542945,0.576473688,0.714088253,2.662598892,0.861876227,1.995124267,3.902186279,2.605254628,2.260178925
CG3618,71.693714,0.128337972,0.229813877,0.558443093,0.576541854,0.714088253,77.21536788,68.95009819,58.85616589,79.34445433,71.21029317,74.58590453
CG15270,1.925998174,-0.754061699,1.350547689,-0.558337706,0.576613802,0.714088253,1.775065928,3.447504909,1.995124267,2.601457519,1.736836419,0
Tm1,2513.356845,0.051739289,0.092803754,0.557512885,0.577177058,0.714350257,2471.779305,2419.28657,2510.86389,2735.432581,2284.808309,2657.970416
CG8329,10.54138536,0.335277939,0.601564454,0.557343336,0.577292873,0.714350257,15.08806039,7.756886046,4.987810668,15.60874511,13.02627314,6.780536776
qkr58E-3,291.6524688,0.076588987,0.137320881,0.557737375,0.577023732,0.714350257,247.621697,287.0047837,317.2247585,305.6712585,291.7885183,300.6037971
CG1695,5.738644987,0.433113467,0.776877977,0.557505142,0.577182347,0.714350257,2.662598892,6.895009819,4.987810668,6.503643798,4.342091047,9.040715701
Drp1,513.9915705,-0.060911285,0.1092699,-0.557438834,0.577227639,0.714350257,533.4073114,517.1257364,522.7225581,530.6973339,479.3668516,500.6296319
psd,2.923456038,-0.609788138,1.093343111,-0.557728065,0.57703009,0.714350257,5.325197785,3.447504909,1.995124267,1.30072876,4.342091047,1.130089463
brv3,3.922147607,-0.552828769,0.992547904,-0.556979433,0.577541481,0.714561444,4.437664821,6.895009819,2.992686401,0,6.947345675,2.260178925
CG31606,4.753837913,-0.464485255,0.835162846,-0.556161301,0.578100592,0.715156689,4.437664821,6.033133591,5.985372802,5.202915038,3.473672837,3.390268388
mask,4250.869794,-0.054717573,0.098491807,-0.555554561,0.578515401,0.715476757,4100.402294,4391.259378,4501.997909,3955.516158,3806.277012,4749.766011
CG43235,2.997124557,-0.619716438,1.115350785,-0.555624693,0.578467447,0.715476757,5.325197785,1.723752455,3.990248535,2.601457519,4.342091047,0
spas,400.770869,0.066705504,0.120175005,0.555069704,0.578846984,0.715597243,393.1771031,374.9161589,407.0053505,425.3383044,428.9985954,375.1897016
CG5177,8.709173619,0.349309034,0.629175401,0.555185459,0.578767814,0.715597243,9.762862605,5.171257364,7.98049707,13.0072876,9.552600303,6.780536776
CG14921,1.938826542,-0.76413774,1.376566512,-0.555104119,0.578823446,0.715597243,4.437664821,0.861876227,1.995124267,2.601457519,1.736836419,0
CG14210,85.14448573,-0.117706886,0.212387512,-0.554208129,0.579436416,0.716229346,80.76549973,96.53013746,88.7830299,74.14153929,82.49972989,88.14697808
CG34207,3.029103183,0.596547847,1.076751156,0.554025731,0.579561236,0.71628706,3.550131856,0.861876227,2.992686401,1.30072876,6.078927466,3.390268388
