Symbol,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,control_T1,control_T2,control_T3,patr1_T1,patr1_T2,patr1_T3
Tis11,1000.127546,-0.206747935,0.105921413,-1.95189934,0.050950157,0.119864264,972.7361287,1111.820333,1130.237897,888.3977427,877.1023915,1020.470785
htk,1024.662958,0.202594671,0.103809272,1.951604772,0.050985146,0.119915808,993.1493868,945.4782214,919.7522873,1010.666246,1051.654452,1227.277156
CG5114,193.4195557,-0.297164949,0.152294417,-1.951253077,0.051026948,0.119983344,212.1203784,202.5409134,224.4514801,180.8012976,159.7889505,180.814314
Taf1,812.4314567,0.193636183,0.099260087,1.950796032,0.051081314,0.120080381,730.4396295,761.0367087,782.0887128,857.1802525,828.4709717,915.3724647
Nek2,8.045538242,1.552916254,0.7961009,1.950652554,0.051098391,0.120089733,2.662598892,3.447504909,5.985372802,27.31530395,4.342091047,4.52035785
MED7,92.08522442,0.409155918,0.209766107,1.950533974,0.051112508,0.120092126,75.44030195,77.56886046,84.79278136,88.44955565,104.2101851,122.049662
p38c,23.43767903,-0.835066242,0.428364804,-1.949427763,0.051244362,0.12036135,32.83871967,23.27065814,33.91711255,24.71384643,19.10520061,6.780536776
CG8195,76.45751283,-0.43803649,0.224721399,-1.949242446,0.051266478,0.12036135,89.64082938,92.22075632,81.80009496,72.84081053,66.86820212,55.37438367
CG4901,212.1011419,-0.283827762,0.145604273,-1.949309295,0.051258499,0.12036135,223.658307,246.496601,228.4417286,196.4100427,194.5256789,183.0744929
nmd,206.4938155,-0.284271325,0.145977408,-1.947365208,0.051490966,0.120857444,233.4211696,217.1928093,229.4392907,191.2071276,182.367824,185.3346719
CG32371,5.79786814,-1.67647032,0.861081868,-1.946934876,0.051542543,0.120930072,12.4254615,11.20439096,2.992686401,1.30072876,3.473672837,3.390268388
Charon,144.805435,-0.364331296,0.187135312,-1.946886949,0.05154829,0.120930072,136.6800765,202.5409134,149.6343201,120.9677746,126.7890586,132.2204671
Grip91,313.2356022,0.246153576,0.126445727,1.946713277,0.051569119,0.120947987,286.6731474,299.9329271,273.3320246,329.0843762,349.1041202,341.2870177
CG12182,30.8148812,-0.655148428,0.336720803,-1.945672562,0.051694085,0.121210068,38.16391746,37.922554,36.90979895,24.71384643,23.44729165,23.73187872
CG17999,2.870464364,2.422650161,1.246140574,1.944122686,0.051880658,0.121616434,0,1.723752455,0.997562134,3.902186279,6.078927466,4.52035785
CG32277,6.089625806,-1.53312584,0.788875913,-1.943430918,0.051964115,0.121780931,8.875329641,9.480638501,8.978059203,2.601457519,4.342091047,2.260178925
CG1213,2.48839979,2.783523524,1.432893758,1.94258891,0.052065848,0.121956999,0,0,1.995124267,5.202915038,4.342091047,3.390268388
CG31921,4.799951163,-1.806493849,0.929921047,-1.942631425,0.052060707,0.121956999,9.762862605,8.618762273,3.990248535,1.30072876,1.736836419,3.390268388
alphaCOP,814.7852708,-0.192930756,0.099393887,-1.941072657,0.052249465,0.122355835,909.7212882,820.5061684,876.8571155,760.9263243,736.4186415,784.2820871
Cpsf6,504.5780431,-0.239581863,0.123463845,-1.940502198,0.052318687,0.122361665,584.8842234,562.8051764,488.8054455,496.8783861,408.1565584,485.9384689
DCTN4-p62,127.5320292,0.345652819,0.178102877,1.940748101,0.052288839,0.122361665,117.1543513,109.4582809,109.7318347,148.2830786,130.2627314,150.3018985
Rab18,97.36849161,-0.403820427,0.208065033,-1.940837544,0.052277986,0.122361665,101.1787579,100.8395186,131.6782016,75.44226805,90.31549377,84.7567097
CG31712,259.2871852,-0.327110381,0.168566022,-1.940547552,0.052313181,0.122361665,315.0742023,332.6842237,218.4661073,219.8231604,263.9991356,205.6762822
Edem2,270.9036347,0.255758303,0.131792096,1.940619435,0.052304455,0.122361665,246.734164,247.3584772,247.3954092,283.5588696,306.5516279,293.8232603
CG11403,88.97349179,-0.411458837,0.212261737,-1.938450342,0.052568304,0.122914106,111.8291535,98.25388992,93.77084057,88.44955565,70.34187496,71.19563615
CG8607,36.66862958,0.605028068,0.312355065,1.93698818,0.052746788,0.123299988,31.95118671,26.71816305,28.92930188,41.6233203,51.23667435,39.55313119
mav,5.445841376,1.589268935,0.821273103,1.935128436,0.052974537,0.123800804,2.662598892,3.447504909,1.995124267,9.105101317,8.684182094,6.780536776
CG4598,216.1003952,0.278853156,0.144141892,1.934573988,0.053042595,0.123928264,194.3697191,191.3365225,199.5124267,245.8377355,221.4466434,244.0993239
CG15473,16.12702448,-0.941771985,0.486999097,-1.933826962,0.053134407,0.124051375,27.51352189,21.54690568,14.96343201,7.804372557,14.76310956,10.17080516
RhoGAP18B,2006.40353,0.17713623,0.091599368,1.933814982,0.05313588,0.124051375,1880.682351,1800.459439,1967.192528,2237.253466,1954.809389,2198.024005
CG15170,4.807602546,-1.771209937,0.915854812,-1.933941835,0.05312028,0.124051375,7.100263713,5.171257364,9.975621337,2.601457519,1.736836419,2.260178925
CG17026,4.155391125,-1.931245481,0.998879815,-1.933411259,0.053185555,0.124104141,8.875329641,6.033133591,4.987810668,1.30072876,2.605254628,1.130089463
Acp32CD,5.170238595,-1.676478993,0.867103507,-1.933424301,0.05318395,0.124104141,7.987796677,7.756886046,7.98049707,1.30072876,2.605254628,3.390268388
Lst8,173.3277931,0.313545841,0.162187814,1.933226877,0.053208255,0.124125517,177.5065928,139.6239488,146.6416337,191.2071276,196.2625153,188.7249403
O-fut2,106.1381291,-0.421488774,0.218044373,-1.933041282,0.053231112,0.12414725,141.1177413,93.08263255,129.6830774,111.8626733,84.23656631,76.84608346
AP-1sigma,315.4408648,-0.251349318,0.130042875,-1.932818831,0.05325852,0.12417958,319.5118671,357.6786343,352.1394332,290.0625134,306.5516279,266.7011132
CG42763,5.638943429,-1.608557242,0.83241401,-1.93240049,0.053310094,0.124268227,6.212730749,9.480638501,9.975621337,1.30072876,3.473672837,3.390268388
mRpS29,275.5851561,0.266215914,0.137783249,1.932135559,0.053342776,0.124312805,250.2842959,237.8778387,262.3588412,287.4610559,278.7622452,336.7666599
Taf11,51.09162481,0.509684787,0.263852789,1.93170134,0.053396379,0.1244061,40.82651635,44.81756382,40.90004748,55.93133666,60.78927466,63.28500991
tobi,2.454889602,2.798641987,1.4489523,1.931493526,0.053422049,0.124434285,0.887532964,0,0.997562134,6.503643798,5.210509256,1.130089463
Jon25Biii,33.3571954,-1.668847299,0.864314191,-1.930834083,0.053503574,0.124592524,99.40369198,14.65189586,37.90736108,23.41311767,7.815763884,16.95134194
neo,2.899381316,2.424054294,1.255968259,1.930028308,0.05360333,0.124793127,1.775065928,0.861876227,0,6.503643798,2.605254628,5.650447313
Syp,4067.24944,-0.201938124,0.104681222,-1.929076865,0.053721321,0.124972613,3968.159883,4348.165567,4736.425011,3781.218504,3326.041742,4243.485932
Dgkepsilon,99.03104565,-0.395638514,0.205078504,-1.929205186,0.053705395,0.124972613,128.6922798,99.11576614,109.7318347,92.35174192,88.57865735,75.715994
CG42806,70.51874964,-0.440822954,0.228510184,-1.92911732,0.053716299,0.124972613,76.32783491,83.60199405,83.79521923,59.83352294,60.78927466,58.76465206
PPP4R2r,362.8462986,-0.234794137,0.121729917,-1.928812096,0.053754194,0.125017363,394.0646361,402.4961982,379.0736108,356.3996801,319.577901,325.4657652
CG6638,146.4557324,-0.32745597,0.169800387,-1.92847599,0.053795948,0.125082742,149.105538,176.6846266,163.6001899,126.1706897,135.4732407,127.7001093
mbo,225.1721047,0.279184215,0.144790808,1.928190191,0.053831474,0.125133609,221.883241,199.0934085,188.5392433,253.6421081,233.6044983,254.2701291
unc80,2.369569954,2.761100424,1.432064604,1.928055771,0.05384819,0.125140736,0.887532964,0,0.997562134,2.601457519,5.210509256,4.52035785
CG16890,41.76606303,0.578711054,0.30030397,1.92708426,0.05396913,0.125390011,25.73845596,35.33692532,39.90248535,42.92404906,54.71034719,51.98411528
Vps60,252.0728174,-0.297051513,0.154172411,-1.926748828,0.054010939,0.125438897,244.9590981,259.4247444,329.1955041,252.3413793,219.709807,206.8063717
eIF4B,140.9772464,-0.33821645,0.175542204,-1.92669593,0.054017535,0.125438897,146.4429391,157.7233496,167.5904385,141.7794348,121.5785493,110.7487673
Tmtc3,145.7000947,-0.335187669,0.174119774,-1.925040805,0.054224254,0.125887049,173.068928,175.8227504,138.6611366,127.4714184,133.7364042,125.4399304
CG33644,16.10938221,0.920685138,0.478372581,1.924619375,0.054276994,0.12597759,8.875329641,8.618762273,15.96099414,26.01457519,19.10520061,18.0814314
CG18179,9.484213251,1.192467308,0.619770342,1.924047064,0.054348684,0.126112057,8.875329641,3.447504909,4.987810668,13.0072876,13.02627314,13.56107355
Syn1,46.61452007,0.538173735,0.279903529,1.922711505,0.054516291,0.126468967,41.71404931,41.37005891,30.92442614,50.72842162,57.31560182,57.63456259
CG31454,8.877908325,-1.356695844,0.70587891,-1.921995153,0.054606368,0.12658184,12.4254615,17.23752455,7.98049707,9.105101317,0.868418209,5.650447313
CG15498,1.692772612,3.257874285,1.695014334,1.922033472,0.054601546,0.12658184,0,0.861876227,0,1.30072876,3.473672837,4.52035785
CDC45L,139.9316038,-0.339206277,0.176477474,-1.922093903,0.054593943,0.12658184,163.3060654,164.6183594,141.653823,106.6597583,131.1311496,132.2204671
CG3342,69.96531854,0.442000019,0.230072019,1.921137653,0.054714356,0.126781637,58.57717563,63.77884082,55.86347949,72.84081053,85.10498452,83.62662023
CG17715,57.60968019,-0.495473761,0.257912676,-1.92109116,0.054720216,0.126781637,67.45250527,67.22634573,66.83666296,49.42769286,38.21040121,56.50447313
Hacl,191.3141064,-0.302683438,0.157569825,-1.920947986,0.054738265,0.126791414,240.5214333,188.7508938,204.5002374,172.996925,169.3415508,171.7735983
CG34404,121.4368088,-0.358857653,0.186844049,-1.920626606,0.054778798,0.126853252,138.4551424,141.3477013,129.6830774,92.35174192,102.4733487,124.3098409
CG2930,24.27777265,0.750474203,0.390869763,1.920010892,0.054856524,0.127001164,17.75065928,23.27065814,12.96830774,36.42040527,30.39463733,24.86196818
drk,640.8280501,0.199748103,0.104066828,1.919421458,0.054931017,0.127141522,572.4587619,601.5896067,615.4958365,714.100089,690.3924764,650.9315305
Alp5,16.62640339,-0.944741533,0.492299516,-1.919038112,0.054979511,0.127221644,31.06365374,18.09940077,15.96099414,16.90947387,8.684182094,9.040715701
CG44815,3.731531871,-2.056911844,1.072075841,-1.91862531,0.05503177,0.127310438,6.212730749,7.756886046,3.990248535,1.30072876,0.868418209,2.260178925
roq,507.0732289,-0.22255751,0.116046531,-1.917829929,0.05513258,0.127511475,552.0455037,572.2858149,514.742061,472.1645397,506.2878161,424.9136379
CG15097,20.23774374,-0.819351192,0.427254295,-1.91771318,0.05514739,0.127513561,31.06365374,22.40878191,23.94149121,18.21020263,15.63152777,10.17080516
CG9934,576.468945,0.208337116,0.108644574,1.917602581,0.055161423,0.127513849,537.8449763,558.4957953,508.7566882,577.5235692,625.2611107,650.9315305
Rbp1,229.8544932,0.2781447,0.145066063,1.917365744,0.055191483,0.127551176,226.3209058,209.4359232,187.5416811,253.6421081,264.8675539,237.3187872
CG5235,224.9647231,0.290236301,0.151462002,1.916231779,0.0553356,0.127852011,197.032318,213.7453044,196.5197403,267.9501245,266.6043903,207.9364611
CG4730,73.10917631,-0.437727072,0.228457386,-1.916011902,0.055363581,0.127852219,82.54056566,80.15448914,89.78059203,55.93133666,59.05243824,71.19563615
CG33116,258.5796316,0.287973383,0.150290184,1.91611571,0.055350369,0.127852219,230.7585707,218.9165617,248.3929713,332.9865624,283.1043363,237.3187872
RpS14b,393.9682342,-0.24180081,0.126214524,-1.915792271,0.055391542,0.127859936,435.7786854,388.7061785,454.888333,396.7222716,331.735756,355.9781807
CG18666,3.994007745,-2.060608824,1.075605379,-1.915766567,0.055394815,0.127859936,5.325197785,8.618762273,4.987810668,3.902186279,0,1.130089463
EloA,210.2893025,0.285490051,0.149037675,1.915556253,0.055421602,0.127889567,181.9442576,208.574047,178.5636219,217.2217028,244.893935,230.5382504
CG17994,2.730955531,-2.642607913,1.380168831,-1.914699023,0.055530898,0.128109531,2.662598892,4.309381137,6.982934936,1.30072876,0,1.130089463
POLDIP2,135.6113286,0.351281476,0.183491967,1.914424272,0.055565967,0.128158184,108.2790216,131.0051866,117.7123318,144.3808923,133.7364042,178.5541351
CG10943,5.252002637,1.696113669,0.886258268,1.913791646,0.055646783,0.128312301,1.775065928,0.861876227,4.987810668,3.902186279,8.684182094,11.30089463
CG45049,241.6933616,-0.300231771,0.156912456,-1.913371177,0.055700552,0.128403987,260.0471585,303.380432,238.41735,182.1020263,249.2360261,216.9771768
udd,54.61773484,-0.506557647,0.26485921,-1.912554396,0.055805123,0.128580388,52.36444488,65.50259328,74.81716003,42.92404906,46.89458331,45.2035785
gw,1777.306517,-0.162925393,0.085184505,-1.912617713,0.05579701,0.128580388,1836.305703,1841.829498,1954.22422,1719.56342,1655.205107,1656.711152
CG33230,96.38160684,0.390495508,0.204204221,1.91227932,0.055840377,0.12862929,90.52836234,81.8782416,77.80984643,97.55465696,105.0786033,125.4399304
CG2046,86.9255356,0.399912081,0.209267007,1.911013529,0.056002842,0.128948428,79.87796677,70.67385064,74.81716003,91.05101317,106.8154398,98.31778325
L2HGDH,92.44486593,-0.396450424,0.207459137,-1.91098078,0.056007051,0.128948428,103.8413568,112.0439096,99.75621337,80.64518309,89.44707556,68.93545722
CG5885,213.2092186,-0.292018947,0.152924977,-1.90955691,0.056190288,0.129337825,252.0593618,239.6015912,212.4807345,202.9136865,204.9466974,167.2532405
eEF1alpha2,5.160979832,1.66885444,0.874110964,1.909202045,0.056236033,0.1293946,2.662598892,0.861876227,3.990248535,5.202915038,6.947345675,11.30089463
CG33919,4.585870127,-1.826436676,0.956687661,-1.90912536,0.056245922,0.1293946,9.762862605,6.033133591,5.985372802,0,3.473672837,2.260178925
CG9346,213.3094792,-0.275805716,0.144473726,-1.90903719,0.056257294,0.1293946,231.6461036,226.6734478,242.4075985,201.6129577,191.0520061,186.4647613
Abd-B,3.499095516,2.196983418,1.15120062,1.908427932,0.05633593,0.129510482,0.887532964,0,2.992686401,2.601457519,4.342091047,10.17080516
spn-A,50.63536837,0.517243085,0.271026553,1.908459075,0.056331908,0.129510482,40.82651635,37.922554,46.88542028,53.32987914,69.47345675,55.37438367
CG11638,1.729287672,3.302534247,1.730866173,1.908024028,0.056388111,0.129597944,0,0,0.997562134,1.30072876,6.947345675,1.130089463
nSyb,17.42442492,-0.867014527,0.454439549,-1.90787648,0.056407183,0.129609286,19.52572521,23.27065814,24.93905334,13.0072876,14.76310956,9.040715701
Prp38,130.1326239,0.334358475,0.17538359,1.906441048,0.056593007,0.129971115,111.8291535,117.2151669,116.7147696,133.9750622,148.4995138,152.5620775
Ndc80,119.8332808,-0.356578928,0.187034369,-1.906488787,0.056586819,0.129971115,135.7925435,138.7620726,128.6855152,119.6670459,106.8154398,89.27706755
CG13760,58.73484606,-0.475324418,0.249395424,-1.905906736,0.056662307,0.130097678,70.11510417,63.77884082,70.82691149,53.32987914,46.89458331,47.46375743
angel,56.33197966,0.493710972,0.25910391,1.905455504,0.056720886,0.13016698,45.26418117,46.54131628,48.88054455,53.32987914,65.99978391,77.97617292
CG30161,1.828128424,-3.112224516,1.633301598,-1.905480604,0.056717626,0.13016698,2.662598892,3.447504909,3.990248535,0,0.868418209,0
Rat1,418.2517757,0.240380062,0.126222956,1.904408428,0.056857012,0.130432137,363.8885153,400.7724457,387.0541079,390.2186279,468.0774148,499.4995425
CG6180,332.2047569,-0.240955363,0.126529064,-1.904347949,0.056864883,0.130432137,385.1893064,340.4411098,353.1369953,318.6785461,291.7885183,303.9940654
CG2493,216.8270906,-0.279162213,0.146664589,-1.90340568,0.05698763,0.130680989,255.6094937,234.4303338,223.4539179,197.7107714,206.6835338,183.0744929
CG30062,14.47725525,1.026998899,0.539650609,1.903081143,0.057029958,0.13074535,15.08806039,8.618762273,4.987810668,18.21020263,28.65780091,11.30089463
Chro,592.7932821,-0.20503515,0.1077787,-1.902371717,0.057122576,0.130924944,634.5860693,667.0922,603.5250909,516.3893175,564.4718361,570.6951786
CG17598,315.3092819,0.251697475,0.132417464,1.900787607,0.057329838,0.131367147,268.0349552,271.4910116,325.2052556,329.0843762,349.9725384,348.0675545
CG6912,250.2139074,-0.353741413,0.186152842,-1.900274038,0.057397167,0.131462101,267.1474222,302.5185558,272.3344625,167.79401,184.1046604,307.3843338
CG42360,154.7581825,0.310412348,0.163353187,1.900252778,0.057399955,0.131462101,138.4551424,138.7620726,137.6635744,171.6961963,181.4994058,160.4727037
Ir76a,22.58373454,-0.748898849,0.394249878,-1.899553789,0.057491701,0.13163934,29.28858782,27.58003927,27.93173974,19.51093139,16.49994598,14.69116301
CG5664,122.1227468,0.35681496,0.18786061,1.899360165,0.057517137,0.131664698,105.6164227,118.0770431,97.7610891,141.7794348,151.9731866,117.5293041
CG4133,14.20952696,-0.955481607,0.503168886,-1.898928239,0.057573912,0.13172888,21.30079114,19.82315323,14.96343201,11.70655884,9.552600303,7.910626238
JMJD4,65.88771645,0.48039976,0.252970141,1.899037407,0.057559558,0.13172888,62.12730749,61.19321214,40.90004748,92.35174192,72.07871138,66.67527829
scny,962.8244515,-0.188043555,0.099042555,-1.898613729,0.057615282,0.131790645,1003.799782,1064.417141,1008.535317,840.2707786,885.7865735,974.1371168
Grip128,210.8123563,-0.282512547,0.148810183,-1.898475902,0.057633419,0.131799249,249.3967629,232.7065814,212.4807345,186.0042126,202.3414428,181.9444035
por,37.05209273,-0.589016969,0.310333382,-1.898013562,0.057694296,0.131905561,47.92678006,43.09381137,42.89517175,26.01457519,32.99989196,29.38232603
Bap55,219.0593234,0.271886278,0.143291213,1.897438595,0.057770076,0.132045888,192.5946532,191.3365225,211.4831723,243.236278,232.7360801,242.9692345
Uev1A,601.7750726,0.225210923,0.118775281,1.896109371,0.057945584,0.132414036,591.9844871,511.0926028,559.632357,736.2124779,587.9191277,623.8093834
Caf1-180,419.8713665,0.309919668,0.16346544,1.895933897,0.057968786,0.132434047,396.727235,416.2862178,312.2369478,347.2945788,468.0774148,578.6058049
Arpc2,646.6225729,0.195921936,0.103347801,1.895753309,0.057992672,0.132455611,626.5982727,587.799587,593.5494695,678.9804125,669.5504394,723.2572561
CG1607,5.610503546,-1.620840632,0.855086455,-1.895528367,0.058022437,0.132457596,6.212730749,9.480638501,9.975621337,0,3.473672837,4.52035785
CG32436,29.27210328,-0.672272609,0.354642851,-1.895632768,0.058008621,0.132457596,35.50131856,35.33692532,36.90979895,28.61603271,23.44729165,15.82125248
bip2,952.8092795,-0.225592866,0.119023489,-1.895364254,0.058044161,0.132474202,857.3568433,1111.820333,1112.281779,840.2707786,834.5498992,960.5760432
CG13893,26.0834765,-0.715075573,0.377301978,-1.895234094,0.058061395,0.132480555,31.95118671,25.85628682,39.90248535,15.60874511,21.71045523,21.47169979
Elp2,209.18883,-0.292598242,0.154405552,-1.894998189,0.058092642,0.13251887,245.8466311,234.4303338,209.4880481,187.3049414,166.7362962,211.3267295
Mur29B,22.01724138,0.774783694,0.409081474,1.893959377,0.058230402,0.132800081,21.30079114,14.65189586,12.96830774,24.71384643,34.73672837,23.73187872
CG2003,9.339916404,1.16200981,0.613669975,1.8935419,0.058285842,0.132869285,6.212730749,6.033133591,4.987810668,15.60874511,13.02627314,10.17080516
stet,2.988377609,2.426760686,1.281692271,1.893403543,0.058304225,0.132869285,0,0,2.992686401,2.601457519,7.815763884,4.52035785
sNPF,1.65343686,3.227166659,1.704349272,1.893489035,0.058292865,0.132869285,0.887532964,0,0,1.30072876,4.342091047,3.390268388
AP-1mu,228.8515339,0.265458007,0.140236281,1.892933882,0.058366663,0.132953494,216.5580432,209.4359232,197.5173025,247.1384643,252.7096989,249.7497712
kibra,1104.956157,-0.195271386,0.103159501,-1.892907434,0.05837018,0.132953494,1079.240084,1246.273025,1213.035555,984.6516709,978.7073219,1127.829284
CG5953,538.6243138,0.279324331,0.147577787,1.892726111,0.058394302,0.132975401,401.1648998,455.070648,603.5250909,681.58187,559.2613268,531.1420474
sob,107.4984319,-0.380607149,0.201138789,-1.892261315,0.058456173,0.133083236,126.0296809,138.7620726,99.75621337,97.55465696,98.13125766,84.7567097
CG1971,5.781604184,-1.593580908,0.84227487,-1.891996264,0.058491479,0.133130555,13.31299446,8.618762273,3.990248535,3.902186279,2.605254628,2.260178925
CG1738,71.76883,-0.448151125,0.236898377,-1.891744175,0.058525075,0.13317396,86.97823048,67.22634573,94.7684027,61.1342517,65.1313657,55.37438367
Ir93a,11.3663255,-1.091717666,0.577254225,-1.891225077,0.058594305,0.133298409,16.86312632,19.82315323,9.975621337,5.202915038,9.552600303,6.780536776
Cypl,48.56249945,0.513250238,0.271515623,1.890315674,0.058715754,0.13350844,37.27638449,43.95568759,38.90492321,52.02915038,58.18402003,61.02483098
rept,245.4667718,0.278188855,0.147163444,1.890339389,0.058712584,0.13350844,231.6461036,221.5021904,211.4831723,261.4464807,237.0781712,309.6445128
Unr,1447.763178,0.484914356,0.256549109,1.89014243,0.058738914,0.133525466,883.0952993,1371.245078,1365.662561,1584.287629,1408.574336,2073.714164
Naxd,120.8753546,-0.349794813,0.185072528,-1.890041798,0.05875237,0.133525466,149.9930709,130.1433103,125.6928288,115.7648596,104.2101851,99.44787271
RpL34b,468.5900443,-0.269341998,0.142646446,-1.888178816,0.059001949,0.134024421,552.9330366,429.2143612,552.6494221,509.8856737,380.3671757,386.4905962
CG34409,3.112245513,-2.251592393,1.192408642,-1.888272453,0.058989383,0.134024421,6.212730749,5.171257364,3.990248535,1.30072876,0.868418209,1.130089463
cwo,1238.126588,-0.171375634,0.090767347,-1.888075833,0.059015771,0.134024421,1332.186979,1285.057455,1315.784454,1222.685034,1112.443726,1160.601878
CG4646,89.27469796,0.40748446,0.216006117,1.886448708,0.059234514,0.134487872,78.99043381,61.19321214,90.77815417,97.55465696,107.683858,99.44787271
Efa6,589.0524077,-0.202990283,0.107711175,-1.884579604,0.059486618,0.135026817,602.6348826,669.6778286,619.486085,520.2915038,554.9192358,567.3049102
stau,866.1059653,0.191285148,0.10151186,1.88436256,0.059515951,0.135059959,749.0778217,836.0199405,842.940003,877.9919127,975.2336491,915.3724647
Ugt316A1,150.470624,-0.325562933,0.172898765,-1.882968535,0.059704632,0.135454607,144.6678732,182.7177602,174.5733734,143.0801635,134.6048225,123.1797514
Mcad,8.402767481,-1.336228161,0.70976016,-1.882647458,0.05974816,0.135484162,9.762862605,6.895009819,19.95124267,2.601457519,7.815763884,3.390268388
Acp53C14a,8.570030566,1.324256544,0.703439342,1.882545464,0.059761993,0.135484162,1.775065928,6.033133591,6.982934936,15.60874511,16.49994598,4.52035785
Nup160,537.3141579,0.206087916,0.109462458,1.88272691,0.059737387,0.135484162,502.3436577,504.197593,488.8054455,612.6432457,538.4192898,577.4757154
CG11722,64.22563624,0.453719732,0.241038727,1.882352009,0.059788237,0.135510151,48.81431303,54.29820232,59.85372802,66.33716673,74.683966,81.36644131
CG17019,255.8290412,-0.276668744,0.147040937,-1.881576314,0.059893565,0.135715324,262.7097574,311.1373181,268.344214,197.7107714,250.9728625,244.0993239
CG9044,428.2186449,0.216458088,0.115049111,1.881440768,0.059911986,0.13572352,376.3139768,414.5624653,398.0272913,453.9543371,473.2879241,453.1658745
snf,203.5500283,0.286181552,0.152121421,1.881270563,0.059935123,0.135742394,173.956461,174.9608741,201.507551,214.6202453,211.0256249,245.2294134
ppk25,19.59796496,-0.812081562,0.431964993,-1.879970774,0.060112061,0.136109503,22.1883241,29.30379173,22.94392907,16.90947387,10.42101851,15.82125248
CG18540,24.10185144,-0.764603631,0.406860569,-1.879276805,0.060206707,0.13627501,20.41325817,37.06067778,33.91711255,18.21020263,22.57887344,12.43098409
CG3071,285.3826092,0.245556406,0.13066954,1.879216886,0.060214885,0.13627501,269.8100211,244.7728486,269.3417761,308.272716,316.1042282,303.9940654
CG3165,102.0398335,-0.367164624,0.195424044,-1.87880988,0.060270458,0.136367116,116.2668183,110.3201571,117.7123318,97.55465696,83.3681481,87.01688862
Dsor1,141.3050993,0.322560626,0.171716685,1.878446616,0.060320094,0.136445748,123.367082,133.5908152,119.707456,145.6816211,153.7100231,171.7735983
CG6204,138.0994676,-0.35615923,0.189655951,-1.877922774,0.06039173,0.136574096,165.9686643,159.4471021,137.6635744,145.6816211,95.52600303,124.3098409
Chi,219.9092238,0.280212649,0.149238363,1.87761808,0.060433431,0.136634696,207.6827136,209.4359232,178.5636219,221.1238891,237.0781712,265.5710237
uex,951.8697098,-0.216906079,0.115594689,-1.876436376,0.060595383,0.13696708,932.7971453,1025.632711,1109.289093,1018.470619,810.2341893,814.7945026
Ogg1,96.33990711,0.402079963,0.214366685,1.875664418,0.060701375,0.137172838,86.09069752,86.18762273,76.81228429,122.2685034,124.1838039,82.49653077
CG30403,15.98575575,-0.884938645,0.471963762,-1.875013965,0.060790802,0.137341073,22.1883241,19.82315323,19.95124267,11.70655884,8.684182094,13.56107355
arm,1500.099742,0.197080484,0.105157982,1.874137177,0.06091152,0.137579901,1433.365737,1328.151266,1429.506538,1680.541557,1380.784953,1748.248399
CG5270,269.9065706,-0.248700957,0.132763399,-1.873264464,0.061031874,0.137793746,281.3479496,305.1041845,293.2832673,240.6348205,252.7096989,246.3595029
Nufip,72.12138231,-0.472590455,0.252286036,-1.873232714,0.061036257,0.137793746,81.6530327,103.4251473,66.83666296,44.22477782,64.26294749,72.32572561
CG7518,1168.967939,-0.181162199,0.096823566,-1.871054802,0.061337486,0.138405628,1246.096282,1248.858653,1231.989235,1022.372805,1062.07547,1202.415188
CG13005,38.47022261,-0.598553077,0.319897252,-1.871079143,0.061334112,0.138405628,52.36444488,52.57444987,33.91711255,26.01457519,28.65780091,37.29295227
CG18067,10.37832911,-1.136164318,0.607335741,-1.870735149,0.0613818,0.138471542,13.31299446,12.06626718,17.95611841,2.601457519,9.552600303,6.780536776
Su(var)3-9,68.13457936,-0.443623354,0.237164924,-1.870526838,0.061410694,0.138502642,86.97823048,69.81197441,78.80740856,62.43498046,59.92085645,50.85402582
CG4743,34.69739422,0.61894964,0.331109579,1.869319646,0.061578357,0.138846624,34.6137856,28.4419155,18.95368054,36.42040527,43.42091047,46.33366797
side-IV,1.757094703,3.280375952,1.755448621,1.868682406,0.061667013,0.139012338,0,0,0.997562134,5.202915038,4.342091047,0
ana2,52.74301951,0.506193764,0.27113403,1.86695032,0.061908526,0.13952246,50.58937895,39.64630646,40.90004748,48.1269641,65.99978391,71.19563615
Cdk2,73.0771963,-0.459660678,0.246254051,-1.866611639,0.061955841,0.139569701,86.97823048,104.2870235,62.84641442,53.32987914,67.73662033,63.28500991
CG6209,3.58795315,-2.06173807,1.104552433,-1.866582344,0.061959935,0.139569701,7.100263713,3.447504909,6.982934936,0,1.736836419,2.260178925
Txl,250.4563524,0.262379975,0.140689511,1.864957615,0.062187345,0.140047552,247.621697,208.574047,227.4441665,256.2435656,273.5517359,289.3029024
Pfdn6,177.471446,0.303202,0.162611323,1.864581104,0.062240144,0.140132032,137.5676094,169.7896168,169.5855627,205.515144,204.9466974,177.4240456
CG11007,100.9116183,0.376866044,0.202132842,1.864447365,0.062258907,0.140139861,97.62862605,76.70698423,89.78059203,98.85538572,121.5785493,120.9195725
pasi1,41.86158381,-0.547494069,0.293701567,-1.864116945,0.062305283,0.140209828,51.47691192,53.43632609,43.89273388,37.72113403,32.99989196,31.64250495
CG32640,39.72572764,0.563238231,0.302181225,1.863908757,0.062334519,0.140241195,28.40105485,31.88942041,35.91223681,44.22477782,42.55249226,55.37438367
Rad17,71.74954422,0.427364874,0.229304465,1.863744234,0.06235763,0.140258772,56.8021097,58.60758346,68.83178722,75.44226805,89.44707556,81.36644131
