Symbol,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,control_T1,control_T2,control_T3,control_T4,rad21_T1,rad21_T2,rad21_T3,rad21_T4
botv,157.924555,-0.13462017,0.184251735,-0.730631764,0.465004105,0.71728976,148.8639469,198.3340731,161.469118,161.5521806,127.5304808,135.8202139,172.8853644,156.941062
Ugt317A1,3.469436115,0.620338818,0.848735402,0.730897776,0.464841595,0.71728976,5.017885852,1.593044764,2.871543822,1.81519304,5.544803513,2.425360963,4.484058443,4.00359852
Pdp,207.0594127,-0.110832909,0.151681256,-0.730696144,0.464964771,0.71728976,204.0606913,230.9914908,198.3574117,233.5548378,182.9785159,189.1781551,206.7649171,210.5892821
CG44532,2.590913611,-0.841238541,1.151427607,-0.730604804,0.465020577,0.71728976,6.690514469,3.98261191,3.755095768,0.605064347,0,0,2.49114358,3.202878816
CG17036,31.48005386,0.383323226,0.524739441,0.730502029,0.465083373,0.71728976,40.14308682,15.93044764,44.17759727,10.28609389,22.17921405,53.35794118,43.34589829,22.42015171
ari-1,392.1930707,0.110665899,0.151522726,0.730358426,0.465171124,0.717308669,342.8888666,379.9411762,373.0798089,415.0741419,410.31546,344.4012567,390.6113133,481.2325421
CG3862,72.33749329,-0.179013234,0.245342875,-0.72964513,0.465607129,0.717864504,66.90514469,90.80355154,81.50766696,76.23810769,49.90323162,53.35794118,80.71305198,79.27125069
CG7655,273.9218688,0.110761339,0.151963281,0.728869095,0.466081741,0.718113039,235.840635,276.3932665,270.3668953,276.5144065,238.4265511,317.7222861,315.8770059,260.2339038
Ald2,7.873831577,-0.655633476,0.899804145,-0.728640205,0.466221778,0.718113039,8.363143087,13.54088049,10.82351133,4.840514774,0,21.82824866,1.992914864,1.601439408
CG32212,3.923213507,-0.649804186,0.891596793,-0.72880947,0.466118218,0.718113039,3.345257235,7.168701438,3.755095768,4.840514774,0,7.276082888,0.996457432,4.00359852
CG9330,533.926339,0.092983484,0.127510955,0.729219576,0.465867358,0.718113039,449.9370981,539.2456526,552.6617418,529.4313034,521.2115303,521.452607,599.3691453,558.1016337
Slik,2238.27027,0.087435157,0.119987628,0.72870144,0.466184312,0.718113039,1861.635651,2080.516462,2359.083694,2373.667432,2312.183065,2308.943636,2427.370304,2182.761913
sws,953.122752,0.112893533,0.154844338,0.729077567,0.465954216,0.718113039,837.9869373,878.5641873,796.0803027,1145.991873,986.9750254,1096.263155,914.2496937,968.8708418
CG31809,22.75752987,-0.251227246,0.344849008,-0.728513756,0.466299151,0.718115808,30.10731511,22.30262669,26.06478239,24.20257387,11.08960703,24.25360963,22.42029222,21.61943201
z,400.0642022,-0.144740986,0.198902856,-0.727696873,0.466799165,0.718769351,326.1625804,548.8039212,337.2959551,464.0843539,393.6810495,395.3338369,361.215819,373.9361018
CG3708,9.570084895,0.488046263,0.671120226,0.727211376,0.467096479,0.718877671,3.345257235,9.558268583,11.04439932,7.260772161,11.08960703,12.12680481,18.93269121,3.202878816
CG8260,46.51552076,0.235915413,0.324323592,0.7274075,0.466976361,0.718877671,28.43468649,42.21568624,49.25802095,49.01021208,33.26882108,82.46227273,45.83704186,41.63742461
CG9581,174.9948645,-0.15902867,0.21866239,-0.727279484,0.467054763,0.718877671,219.1143489,156.1183869,211.1689149,156.1066015,138.6200878,198.8795989,187.8322259,132.1187512
CG33189,2.654260929,0.769986532,1.061400925,0.725443623,0.46817992,0.719047217,5.017885852,1.593044764,1.546215904,0.605064347,0,7.276082888,1.992914864,3.202878816
Atg16,216.4460503,-0.107352064,0.147820613,-0.726232033,0.467696538,0.719047217,205.7333199,246.9219384,215.1448987,235.3700309,194.068123,198.8795989,211.2489756,224.2015171
CG1246,141.9417617,-0.221199365,0.304694838,-0.725970176,0.467857054,0.719047217,122.1018891,122.6644468,192.6143241,179.0990466,99.80646324,99.43979947,107.6174026,212.1907216
CG12316,154.6974714,-0.14451642,0.199153397,-0.725653801,0.46805103,0.719047217,148.8639469,202.316685,142.0309752,161.5521806,144.1648913,118.8426872,152.4579871,167.3504181
Glg1,590.9433664,0.10241291,0.141133891,0.725643634,0.468057264,0.719047217,480.0444132,622.8805027,583.8069479,602.6440893,504.5771197,659.6981818,639.7256712,634.1700055
RpS23,9941.505082,0.158555093,0.218154996,0.726800192,0.467348365,0.719047217,12052.96182,9411.708465,6081.267152,10029.54661,13174.45315,10254.42615,8840.570335,9687.106979
Dcr-2,626.6180573,0.119872208,0.165299913,0.725180103,0.468341548,0.719047217,556.9853296,647.5726965,682.1021018,520.9604025,576.6595654,698.5039572,771.2580522,558.9023534
Act57B,5.258666103,0.618095131,0.851996694,0.725466584,0.468165838,0.719047217,1.672628617,1.593044764,2.208879863,10.89115824,5.544803513,7.276082888,6.476973307,6.405757632
CG3323,13.05850587,-0.378169991,0.520515506,-0.726529733,0.467514087,0.719047217,11.70840032,17.5234924,19.21725481,12.70635128,5.544803513,12.12680481,18.43446249,7.206477336
wisp,9.123700487,-0.443594597,0.610641419,-0.726440401,0.467568832,0.719047217,11.70840032,11.94783573,6.184863617,12.70635128,5.544803513,9.701443851,3.985829727,11.21007586
PIG-Q,57.12602007,0.220450742,0.303954964,0.72527436,0.468283732,0.719047217,61.88725884,52.57047721,64.72017999,33.27853907,49.90323162,72.76082888,49.82287159,72.06477336
CG10880,64.7160649,-0.195312372,0.26915045,-0.725662438,0.468045734,0.719047217,51.85148714,84.43137249,59.19798034,84.1039442,49.90323162,55.78330214,58.79098848,73.66621277
morgue,119.7446626,-0.141972168,0.195775131,-0.725179788,0.468341741,0.719047217,110.3934887,144.9670735,120.8257285,125.2483198,116.4408738,106.7158824,99.64574318,133.7201906
CG9596,186.893702,-0.118573158,0.163236841,-0.726387236,0.467601414,0.719047217,194.0249196,226.2123565,179.1401569,182.7294327,166.3441054,184.3274332,169.3977634,192.9734487
CG43235,24.92627742,0.264023391,0.363856834,0.725624384,0.468069068,0.719047217,20.07154341,18.32001478,19.21725481,28.4380243,38.81362459,29.10433155,21.42383478,24.02159112
CG31897,8.690837576,0.490512577,0.67671705,0.724841463,0.468549296,0.719133485,3.345257235,6.372179056,8.393743481,8.470900854,22.17921405,0,11.95748918,8.807916744
CG16824,5.288094734,0.679939379,0.937924999,0.724940032,0.46848882,0.719133485,1.672628617,6.372179056,3.534207781,1.81519304,16.63441054,7.276082888,0.996457432,4.00359852
CG11760,2.213500566,-0.790746078,1.091455099,-0.72448796,0.468766216,0.719350224,1.672628617,3.186089528,3.092431809,3.63038608,0,2.425360963,0.498228716,3.202878816
Mcr,448.8448939,-0.110576683,0.152771639,-0.723803737,0.469186235,0.719814889,388.0498392,532.8734735,437.1373249,499.178086,426.9498705,489.9229145,401.0741163,415.5735264
CG17292,278.2271527,-0.171559662,0.2370434,-0.723747893,0.469220525,0.719814889,257.5848071,284.3584904,300.8494374,315.843589,377.0466389,295.8940374,227.6905232,166.5496984
CG17168,229.8088854,0.116299194,0.160786299,0.723315325,0.46948618,0.720061744,247.5490354,234.9741027,192.3934361,205.1168135,255.0609616,249.8121792,211.7472043,241.8173506
Sec71,573.3895209,0.119541774,0.165286658,0.723239101,0.469533,0.720061744,454.9549839,590.223085,625.5547773,531.8515608,476.8531022,720.3322059,588.4081135,598.9383386
srp,354.8590752,0.181864525,0.251572571,0.722910786,0.469734697,0.720097876,245.8764067,305.0680723,357.1758739,432.6210079,255.0609616,300.7447594,476.3066524,466.0188677
Drice,535.3545059,0.137417038,0.190121108,0.722786855,0.469810845,0.720097876,483.3896704,546.414354,579.6100761,416.8893349,637.652404,662.1235428,539.5816993,417.1749658
tth,597.4301538,-0.11902016,0.164684636,-0.722715626,0.469854613,0.720097876,521.8601286,768.6440986,637.7036165,568.1554216,487.9427092,601.4895187,634.7433841,558.9023534
CG7382,73.24589137,-0.207518044,0.287139798,-0.722707355,0.469859696,0.720097876,90.32194534,83.6348501,71.56770757,82.28875115,33.26882108,50.93258022,90.6776263,83.27484921
CG44242,65.8018353,-0.19917483,0.2757198,-0.722381307,0.470060076,0.7202888,90.32194534,80.44876058,56.32643651,65.34694945,38.81362459,53.35794118,73.73784996,68.06117484
Vps16B,18.70440702,-0.274964237,0.380840954,-0.721992302,0.470299211,0.720306753,23.41680064,18.32001478,17.45015092,22.38738083,22.17921405,12.12680481,16.93977634,16.81511378
dyl,2.510643384,-0.83249722,1.152923368,-0.722075069,0.470248325,0.720306753,1.672628617,4.779134292,4.19687174,3.025321734,0,2.425360963,3.985829727,0
Spf45,356.185029,0.10493449,0.14530954,0.722144535,0.47020562,0.720306753,381.3593247,358.4350719,314.3236045,312.2132029,399.225853,405.0352808,341.7848991,337.1029954
Hmu,996.1286056,0.11861005,0.164437526,0.721307676,0.470720235,0.720835403,960.0888263,1010.786903,1034.197552,807.1558385,1036.878257,1304.844198,932.6841562,882.3931138
lsn,83.68352398,0.163313405,0.226474611,0.721111315,0.47084103,0.7209042,97.0124598,74.07658152,73.99747542,78.05330073,83.1720527,65.48474599,91.17585501,106.4957206
CG8152,65.43833568,-0.168005724,0.233058301,-0.720874236,0.470986896,0.721011356,78.61354501,76.46614867,62.06952416,64.13682075,44.35842811,77.6115508,57.79453105,62.45613691
CG42594,2.169135057,-0.86980814,1.207025345,-0.720621272,0.471142562,0.721133477,3.345257235,3.186089528,4.19687174,1.210128693,0,2.425360963,2.989372296,0
Sp7,28.88144794,0.363688448,0.504855701,0.720380986,0.471290454,0.721243661,26.76205788,17.5234924,41.08516546,12.10128693,44.35842811,41.23113636,34.3777814,13.61223497
in,8.344382578,-0.479613861,0.66594797,-0.720197197,0.47140359,0.72130063,13.38102894,5.575656674,13.91594314,4.235450427,11.08960703,7.276082888,6.476973307,4.804318224
CG15522,8.011053055,-0.415443701,0.576950138,-0.720068641,0.471482734,0.721305578,11.70840032,7.168701438,8.835519453,11.49622259,0,9.701443851,7.971659455,7.206477336
arr,584.3756376,-0.140756802,0.195549001,-0.719803228,0.471646157,0.721439437,441.573955,607.7465774,641.4587123,767.2215916,482.3979057,492.3482754,596.8780017,645.3800814
RpL13,9562.774018,-0.123230934,0.171300031,-0.719386526,0.471902796,0.721715817,12084.74176,10215.39955,7018.27399,10566.23869,9736.67497,8901.074733,8705.052125,9274.736331
CG17234,2.586835051,-0.804237201,1.118603794,-0.7189652,0.472162362,0.721996582,1.672628617,1.593044764,3.975983754,7.260772161,0,0,2.989372296,3.202878816
pasha,88.69531341,-0.20490926,0.285125739,-0.718662793,0.472348714,0.722145296,63.55988746,123.4609692,85.48365071,111.3318398,49.90323162,104.2905214,72.24316381,99.28924329
CG13749,24.73349704,-0.296769895,0.413225712,-0.718178677,0.472647124,0.722145296,25.08942926,19.91305955,30.7034301,30.25321734,38.81362459,7.276082888,27.40257938,18.41655319
CG8192,4.594350539,-0.786404894,1.094678269,-0.718389061,0.47251743,0.722145296,1.672628617,3.186089528,12.59061522,6.050643467,0,7.276082888,5.978744591,0
CG8950,107.0321856,-0.219547362,0.305736796,-0.718092704,0.472700129,0.722145296,105.3756029,97.97225298,111.1066571,153.6863441,77.62724919,58.2086631,100.1439719,152.1367438
CARPB,100.1020662,-0.161751016,0.225258761,-0.718067592,0.472715612,0.722145296,123.7745177,124.2574916,82.83299487,93.1799094,105.3512668,84.88763369,97.65282832,88.87988714
CG31937,196.4758288,0.108682975,0.151253854,0.718546813,0.472420194,0.722145296,178.9712621,199.9271179,194.381428,172.4433388,238.4265511,198.8795989,195.8038854,192.9734487
nopo,50.87457497,-0.229730827,0.320001259,-0.71790601,0.472815242,0.72218139,61.88725884,46.19829815,59.8606443,47.19501904,60.99283865,50.93258022,54.30693004,25.62303053
cl,387.1402225,0.113751371,0.15851398,0.717610973,0.47299719,0.722343185,448.2644694,332.9463557,369.3247131,332.7853907,426.9498705,448.6917781,382.6396538,355.5195486
mnb,1285.552798,-0.087252192,0.121664104,-0.717156406,0.473277595,0.722655264,1383.263867,1311.872363,1331.291894,1257.928777,1286.394415,1443.089773,1135.961472,1134.619821
Gapvd1,851.2427726,0.085004011,0.118567658,0.716924099,0.473420931,0.722757983,776.0996784,803.6910834,804.0322702,904.5711984,931.5269903,953.1668583,812.112807,824.7412951
CG12179,52.86901649,-0.224217152,0.312909122,-0.716556777,0.473647623,0.722987905,80.28617363,41.41916386,54.55933262,60.50643467,33.26882108,36.38041444,61.28213206,55.24965957
Rtca,244.5001178,-0.120408481,0.168156357,-0.716050721,0.473960031,0.723348573,247.5490354,226.2123565,270.5877833,261.3877978,304.9641932,186.7527941,239.1497836,219.3971989
CG5131,52.9177438,-0.187982696,0.262659995,-0.71568834,0.474183812,0.723573885,51.85148714,62.92526817,52.12956477,64.7418851,27.72401757,55.78330214,47.33172801,60.8546975
Atg14,153.6945198,0.119163787,0.166617025,0.715195741,0.4744881,0.723805736,127.1197749,164.8801331,140.9265353,155.5015371,166.3441054,147.9470187,169.8959921,156.941062
CG32809,413.8920935,-0.110481277,0.154465704,-0.715247942,0.474455849,0.723805736,423.1750402,427.7325191,399.8072553,484.0514774,349.3226213,337.1251738,443.9217859,446.0008751
Gle1,75.9521497,-0.195584685,0.273583427,-0.714899611,0.474671077,0.723968632,80.28617363,105.1409544,69.57971569,81.07862246,38.81362459,60.63402407,83.20419556,88.87988714
CG1124,2.154735154,-0.824197263,1.153302894,-0.714640766,0.474831048,0.724096392,3.345257235,3.186089528,2.871543822,2.420257387,0,2.425360963,2.989372296,0
schlank,567.2011401,-0.112794343,0.157986938,-0.713947271,0.475259785,0.724633902,528.5506431,618.1013684,663.3266229,557.2642633,476.8531022,528.7286899,665.1353358,499.6490953
gb,101.1058561,-0.181100983,0.25388949,-0.713306339,0.475656216,0.72512199,125.4471463,104.344432,111.3275451,101.0457459,44.35842811,106.7158824,86.69179657,128.9158723
p130CAS,1957.955775,-0.095964183,0.134637975,-0.71275718,0.475996027,0.725447204,1793.057878,1971.392895,1954.196015,2382.138333,1757.702714,1787.491029,1873.339972,2144.327367
Cdc2rk,58.44089031,-0.20061789,0.281484097,-0.712714827,0.476022239,0.725447204,71.92303054,61.33222341,58.0935404,69.58239987,33.26882108,38.8057754,67.26087665,67.26045513
CG32039,130.2234847,-0.142437924,0.199933276,-0.7124273,0.476200215,0.72560206,147.1913183,123.4609692,142.2518632,146.4255719,94.26165973,106.7158824,150.9633009,130.5173117
fz4,417.6921785,0.109889347,0.15432984,0.712042118,0.476438695,0.725849043,364.6330386,435.6977429,413.2814224,379.9804097,482.3979057,477.7961096,439.4377274,348.3130712
Sox100B,5672.235309,-0.122049408,0.171491715,-0.711692737,0.476655066,0.72606227,6799.235329,5270.588601,5714.151318,5852.787426,5971.753384,6405.378302,5394.820536,3969.167573
Shrm,754.3748596,-0.180969247,0.254532141,-0.710987798,0.477091797,0.726611037,779.4449357,806.0806505,870.0777782,732.1278595,948.1614008,945.8907754,503.2110031,450.0044736
CG3345,8.04460058,0.500027223,0.703767018,0.710501076,0.477393464,0.726953957,3.345257235,8.761746201,4.638647713,6.050643467,22.17921405,9.701443851,6.476973307,3.202878816
Uba3,133.4472183,-0.136651127,0.192469913,-0.709986955,0.477712226,0.727322796,167.2628617,122.6644468,130.5447999,145.8205076,121.9856773,106.7158824,126.0518651,146.5317058
CG42364,6.653970106,0.577806254,0.81400148,0.709834403,0.477806832,0.727337649,1.672628617,8.761746201,4.859535699,2.420257387,22.17921405,4.850721925,4.484058443,4.00359852
ytr,1001.541896,-0.085778943,0.120862332,-0.709724376,0.477875073,0.727337649,995.2140273,1183.63226,933.6935182,1013.482781,975.8854184,958.0175802,930.6912413,1021.718342
CG13531,222.5523219,-0.12643278,0.178186373,-0.709553584,0.477981012,0.727382379,209.0785772,261.2593413,234.8039295,234.7649665,171.8889089,208.5810428,263.064762,196.9770472
CG13361,8.728381256,-0.392212066,0.553054222,-0.709174707,0.478216067,0.72762355,11.70840032,7.168701438,8.614631467,10.89115824,11.08960703,7.276082888,7.473430739,5.605037928
ema,466.7611098,-0.100161738,0.14128981,-0.708909847,0.478380424,0.727757091,433.2108119,540.042175,496.1144173,470.1349974,432.494674,388.057754,480.7907109,493.2433376
dmpd,445.0902537,-0.109853687,0.155068823,-0.708418912,0.478685152,0.727987566,473.3538987,505.7917125,388.32108,478.6058983,421.405067,482.6468316,366.1981062,444.3994357
HSPC300,101.4588605,0.24961014,0.35233678,0.708441906,0.478670877,0.727987566,60.21463022,127.4435811,73.11392348,98.62548852,199.6129265,82.46227273,102.1368868,68.06117484
yellow-f2,3.314038575,-0.707312474,0.999639452,-0.707567586,0.479213828,0.727987622,5.017885852,2.389567146,7.289303549,3.63038608,0,0,4.982287159,3.202878816
Muc68Ca,10.66138937,0.446071705,0.630493487,0.707496135,0.479258214,0.727987622,10.0357717,3.98261191,13.91594314,6.050643467,22.17921405,7.276082888,15.44509019,6.405757632
CG43788,2.287876036,1.064487375,1.503441137,0.708033955,0.478924171,0.727987622,0,3.186089528,0.662663959,2.420257387,0,2.425360963,0,9.608636448
Galphas,573.609904,0.091128931,0.128697315,0.708087276,0.47889106,0.727987622,543.6043006,606.950055,562.6017012,513.6996304,521.2115303,681.5264305,573.9594807,585.3261036
CG33228,18.25715961,-0.331902993,0.468931389,-0.70778583,0.479078267,0.727987622,25.08942926,14.33740288,19.87991877,26.01776691,11.08960703,7.276082888,15.94331891,26.42375023
CG4020,100.7137005,-0.154240014,0.218028065,-0.707431927,0.479298102,0.727987622,117.0840032,85.22789487,100.9458098,119.8027407,110.8960703,82.46227273,107.6174026,81.67340981
CG9512,6.495245263,0.435635175,0.615095953,0.708239378,0.478796616,0.727987622,3.345257235,4.779134292,5.743087645,7.865836507,5.544803513,9.701443851,6.975202023,8.00719704
wus,49.17093928,0.215503524,0.304520875,0.707680627,0.479143611,0.727987622,50.17885852,39.02959672,46.16558914,47.19501904,44.35842811,70.33546792,63.27504692,32.82950786
CG32461,101.7810561,0.206305702,0.291776932,0.707066527,0.479525136,0.728028663,61.88725884,93.98964107,104.4800175,105.2811963,171.8889089,92.16371658,114.0943759,70.46333395
garz,844.7948727,0.089459115,0.12652687,0.707036497,0.479543797,0.728028663,689.1229903,868.2093963,821.4824212,888.8395253,887.1685621,853.7270588,822.57561,927.2334172
CG2765,1040.32396,0.254109077,0.359409372,0.707018505,0.479554978,0.728028663,1289.596664,778.9988895,1023.374041,695.2189344,1607.993019,1608.014318,873.394939,446.0008751
Parp,642.9115124,-0.145837294,0.206979322,-0.704598374,0.481060211,0.728064166,573.7116157,822.0110982,806.0202621,497.362893,554.4803513,751.8618984,556.5214757,581.3225051
mRpS9,314.8211969,-0.109148877,0.154949679,-0.704414994,0.481174371,0.728064166,332.8530948,313.0332961,358.2803138,320.0790394,232.8817476,298.3193984,353.2441596,309.8785254
CG8301,3.201543228,-0.703452534,0.998736733,-0.704342307,0.481219626,0.728064166,5.017885852,1.593044764,5.301311672,3.63038608,0,7.276082888,1.992914864,0.800719704
CG12818,18.0297267,0.296126788,0.419892665,0.705244013,0.480658396,0.728064166,15.05365756,14.33740288,14.13683113,22.38738083,22.17921405,9.701443851,22.42029222,24.02159112
CG45049,271.6413387,-0.129896396,0.184430333,-0.704311456,0.481238834,0.728064166,257.5848071,343.3011466,241.2096811,299.5068516,238.4265511,237.6853743,243.1356134,312.2806846
Nepl15,9.718893353,-0.402981884,0.572187982,-0.704282329,0.481256969,0.728064166,10.0357717,8.761746201,17.00837495,10.28609389,5.544803513,4.850721925,12.4557179,8.807916744
tst,118.9891998,0.179959248,0.25582214,0.703454551,0.481772521,0.728064166,95.33983119,128.2401035,106.0262334,126.4584485,88.71685621,92.16371658,138.0093543,176.9590546
Npl4,503.6273937,-0.087136027,0.123873179,-0.703429327,0.481788235,0.728064166,528.5506431,525.7047721,561.7181492,461.6640966,460.2186916,521.452607,485.2747693,484.4354209
scrt,15.2613425,0.397307752,0.563721717,0.70479412,0.480938368,0.728064166,13.38102894,10.35479097,7.068415563,16.94180171,38.81362459,14.55216578,8.968116887,12.01079556
l(3)psg2,396.7385897,-0.128276925,0.181794508,-0.70561496,0.480427618,0.728064166,326.1625804,516.9430259,443.1013006,376.955088,343.7778178,341.9758957,415.0245204,409.9684884
Usp47,1620.302025,0.09338269,0.132536828,0.704579181,0.481072158,0.728064166,1381.591238,1573.928227,1688.467768,1641.539573,1369.566468,1819.020722,1803.587952,1684.714257
CG14820,16.90405185,2.28863801,3.243909677,0.705518414,0.480487677,0.728064166,0,0,0,22.99244518,0,14.55216578,0,97.68780389
CG6749,17.68938255,0.280977124,0.399300717,0.703672976,0.481636454,0.728064166,11.70840032,15.93044764,18.77547884,14.52154432,22.17921405,24.25360963,18.93269121,15.21367438
CG6409,9.928038592,-0.396573661,0.561039973,-0.706854557,0.479656867,0.728064166,10.0357717,7.965223819,16.78748696,8.470900854,11.08960703,9.701443851,8.968116887,6.405757632
tra,170.4120939,-0.140481962,0.199222208,-0.705152121,0.480715574,0.728064166,207.4059485,165.6766554,143.1354151,208.1421353,138.6200878,155.2231016,160.9278752,184.1655319
sina,447.3407297,-0.145227134,0.206497737,-0.703286808,0.48187703,0.728064166,366.3056672,593.4091746,408.2009987,521.5654669,343.7778178,385.6323931,432.9607541,526.8735652
CG13955,4.940468129,0.620029958,0.880704354,0.704016002,0.481422808,0.728064166,5.017885852,1.593044764,3.313319795,3.025321734,16.63441054,4.850721925,3.487601011,1.601439408
CG8569,33.35509604,0.253643754,0.359144575,0.706244149,0.48003632,0.728064166,40.14308682,20.70958193,29.37810218,38.11905384,16.63441054,33.95505348,39.85829727,48.04318224
Tina-1,349.1404615,-0.142476223,0.202171226,-0.704730468,0.480977987,0.728064166,475.0265273,281.9689232,398.7028153,310.3980099,349.3226213,329.8490909,365.2016488,282.6540555
CG12535,7.09359149,0.488447284,0.694062228,0.703751428,0.481587587,0.728064166,11.70840032,6.372179056,4.417759727,3.63038608,0,14.55216578,10.46280303,5.605037928
CBP,5.12056998,0.541392647,0.769727271,0.703356458,0.481833634,0.728064166,5.017885852,2.389567146,3.534207781,5.445579121,11.08960703,0,5.480515875,8.00719704
Ahcy,1874.650494,-0.116885937,0.16598441,-0.704198282,0.481309301,0.728064166,2398.549437,2053.434701,1655.113682,1683.894077,2145.83896,1768.088142,1633.193731,1659.091227
CG43672,16.54892774,0.356341788,0.505074181,0.705523667,0.480484409,0.728064166,5.017885852,22.30262669,13.25327918,16.33673736,22.17921405,12.12680481,13.95040405,27.22446994
Hs3st-B,23.80594633,0.350842784,0.498592339,0.703666615,0.481640416,0.728064166,35.12520096,19.91305955,20.32169474,15.12660867,5.544803513,16.97752674,29.39549424,48.04318224
HERC2,830.5656507,0.110113033,0.156488926,0.703647447,0.481652356,0.728064166,638.9441318,739.1727704,923.0908949,897.3104262,787.3620989,822.1973663,921.2248957,915.2226216
Sfp26Ac,4.035138472,0.706788848,1.002328912,0.705146624,0.480718994,0.728064166,3.345257235,6.372179056,0.441775973,3.025321734,0,9.701443851,2.989372296,6.405757632
ihog,38.68518615,-0.227855023,0.323389825,-0.704583155,0.481069684,0.728064166,26.76205788,53.36699959,34.45852587,49.61527643,44.35842811,29.10433155,33.38132397,38.43454579
CG32984,2.626911167,0.83989336,1.191444822,0.70493685,0.480849536,0.728064166,1.672628617,4.779134292,0.662663959,0.605064347,0,9.701443851,1.992914864,1.601439408
scat,311.5746034,-0.106650592,0.151591966,-0.70353723,0.481721013,0.728064166,319.4720659,349.6733257,322.49646,305.5574951,249.5161581,366.2295054,307.4071177,272.2446994
mthl15,509.8185028,-0.173240689,0.24578113,-0.704857565,0.480898881,0.728064166,429.8655547,637.2179056,455.0292518,654.6796232,327.1434073,375.9309492,627.7681821,570.9131489
CG11367,55.25775684,0.169480735,0.241139665,0.702832258,0.482160291,0.728376326,50.17885852,49.38438768,61.62774819,45.98489035,60.99283865,53.35794118,61.28213206,59.25325809
CG13151,14.49201387,-0.363365561,0.517335263,-0.702379265,0.482442673,0.728687058,16.72628617,14.33740288,23.19323856,15.12660867,5.544803513,4.850721925,16.93977634,19.2172729
RpL28,10431.14187,0.151776238,0.216221995,0.701946338,0.482712629,0.728913946,12474.46423,10343.63965,6175.80721,10532.35508,13196.63236,11052.36991,9388.621923,10285.2446
Uev1A,861.110704,-0.09635971,0.137324793,-0.701692009,0.482871257,0.728913946,976.8151125,962.9955598,851.9649633,755.7253691,959.2510078,800.3691177,798.6606316,783.1038705
Or45a,2.895611653,0.780546046,1.112449371,0.701646355,0.482899736,0.728913946,3.345257235,4.779134292,0.883551945,0.605064347,0,4.850721925,1.494686148,7.206477336
fsd,31.59163818,0.270828818,0.385889545,0.701829893,0.482785254,0.728913946,20.07154341,31.86089528,21.64702266,42.35450427,27.72401757,31.52969251,27.90080809,49.64462165
ProRS-m,84.43766259,0.145222499,0.207014742,0.701508008,0.482986039,0.728928422,76.9409164,90.00702916,76.20635528,84.1039442,77.62724919,75.18618984,100.1439719,95.28564477
CG42269,5.942754586,-0.540347862,0.770800342,-0.701021825,0.483289395,0.729038869,3.345257235,11.15131335,5.743087645,10.28609389,0,2.425360963,4.982287159,9.608636448
ATPsyndelta,1117.187324,-0.100573677,0.143455422,-0.701079654,0.483253307,0.729038869,1319.703979,1222.661856,1001.947906,1102.42724,948.1614008,994.3979947,1215.179838,1133.018381
Cdc23,56.06977556,-0.199057895,0.283915538,-0.701116592,0.483230257,0.729038869,71.92303054,72.48353676,53.01311672,50.22034078,38.81362459,41.23113636,52.81224389,68.06117484
Amy-p,587.5462752,-0.921524201,1.315676813,-0.700418364,0.483666071,0.72925976,172.2807476,59.73917865,95.42361009,2746.992134,853.8997411,118.8426872,88.68471143,564.5073913
CG3649,4.086533313,-0.583300752,0.832769283,-0.700434998,0.483655686,0.72925976,3.345257235,5.575656674,2.650655836,7.260772161,5.544803513,2.425360963,3.487601011,2.402159112
Prosalpha4,582.2680313,-0.109953229,0.156976322,-0.700444673,0.483649646,0.72925976,719.2303054,591.8161298,620.9161296,491.3122495,521.2115303,625.7431284,575.4541669,512.4606105
CG18568,11.69520758,-0.444153139,0.63462228,-0.699870069,0.484008451,0.72966021,15.05365756,15.13392526,15.68304703,9.681029548,5.544803513,12.12680481,17.93623377,2.402159112
fon,11.69273561,-0.410208923,0.586388263,-0.699551729,0.484207297,0.729844184,21.74417203,15.13392526,9.05640744,7.260772161,16.63441054,4.850721925,12.4557179,6.405757632
CG1024,76.78542763,-0.148968298,0.213012698,-0.699339992,0.48433958,0.729927785,76.9409164,82.83832772,79.29878709,91.36471636,55.44803513,67.91010695,81.2112807,79.27125069
RAF2,288.1667648,0.125075978,0.178907681,0.699109046,0.484483886,0.730029477,306.091037,242.9393265,328.6813237,229.3193874,266.1505686,329.8490909,322.8522079,279.4511767
CG4537,8.487462194,-0.471072986,0.67409631,-0.698821487,0.484663598,0.730184479,6.690514469,12.74435811,7.731079522,9.075965201,16.63441054,2.425360963,2.989372296,9.608636448
CG3909,49.78827279,0.214534173,0.307541053,0.697578975,0.485440534,0.730205793,25.08942926,50.97743244,46.60736512,62.32162771,38.81362459,60.63402407,53.80870132,60.0539778
CG42327,24.41477134,-0.315151813,0.451355451,-0.698234203,0.48503074,0.730205793,30.10731511,13.54088049,27.3901103,35.69879646,27.72401757,16.97752674,13.45217533,30.42734875
CG8219,18.40538959,-0.278305303,0.39900433,-0.697499457,0.485490279,0.730205793,21.74417203,15.13392526,17.45015092,24.20257387,22.17921405,16.97752674,15.94331891,13.61223497
tey,2.161446826,-0.806753946,1.156277678,-0.69771644,0.485354545,0.730205793,1.672628617,1.593044764,1.546215904,6.655707814,0,2.425360963,0.996457432,2.402159112
GstT2,90.76192739,-0.148237203,0.212377152,-0.697990353,0.485183227,0.730205793,91.99457395,85.22789487,115.9661928,88.33939462,77.62724919,94.58907754,90.6776263,81.67340981
